selling_price,km_driven,age,fuel_Diesel,fuel_Electric,fuel_LPG,fuel_Petrol,seller_type_Individual,seller_type_Trustmark Dealer,transmission_Manual,owner_Fourth & Above Owner,owner_Second Owner,owner_Test Drive Car,owner_Third Owner
210000,63500,15,False,False,False,True,False,False,False,False,False,False,False
4500000,9800,6,False,False,False,True,False,False,False,False,False,False,False
2750000,13000,7,True,False,False,False,True,False,False,False,False,False,False
1975000,21000,6,True,False,False,False,False,False,False,False,False,False,False
175000,29173,16,False,False,False,True,False,False,True,False,False,False,False
2500000,48000,12,True,False,False,False,False,False,False,False,False,False,False
628000,120000,7,True,False,False,False,True,False,True,False,False,False,False
600000,100000,14,True,False,False,False,True,False,True,False,False,False,False
399000,30000,7,False,False,False,True,True,False,True,False,False,False,False
750000,87000,6,True,False,False,False,True,False,True,False,False,False,False
750000,15000,5,False,False,False,True,True,False,True,False,False,False,False
315000,16000,7,False,False,False,True,True,False,True,False,False,False,False
600000,60000,12,True,False,False,False,True,False,True,False,False,False,False
100000,60000,14,False,False,False,True,True,False,True,True,False,False,False
250000,110000,13,False,False,False,True,True,False,True,False,False,False,True
350000,25000,7,False,False,False,True,True,False,True,False,False,False,False
780000,60000,8,True,False,False,False,True,False,True,False,False,False,False
434000,79350,10,True,False,False,False,True,False,True,False,True,False,False
690000,80000,8,False,False,False,True,True,False,False,False,False,False,False
555000,90000,10,True,False,False,False,True,False,True,False,True,False,False
120000,90000,17,False,False,False,True,True,False,True,False,True,False,False
500000,120000,10,True,False,False,False,True,False,True,False,True,False,False
165000,60000,11,True,False,False,False,True,False,True,False,True,False,False
95000,50000,20,False,False,False,True,True,False,True,False,False,False,False
550000,20000,6,False,False,False,True,True,False,True,False,False,False,False
100000,110000,17,True,False,False,False,True,False,True,True,False,False,False
100000,50000,12,False,False,False,True,True,False,True,False,True,False,False
500000,100000,12,True,False,False,False,True,False,True,False,False,False,False
800000,70000,8,True,False,False,False,True,False,True,False,True,False,False
840000,70000,8,True,False,False,False,True,False,True,False,True,False,False
490000,50000,8,False,False,False,True,True,False,True,False,False,False,False
125000,81000,14,True,False,False,False,True,False,True,False,True,False,False
400000,120000,12,True,False,False,False,True,False,True,False,False,False,True
1000000,3600,9,True,False,False,False,False,False,True,False,False,False,False
530000,14272,9,False,False,False,True,False,False,True,False,False,False,False
840000,49213,7,True,False,False,False,False,False,True,False,False,False,False
229999,40000,9,False,False,False,True,True,False,True,False,False,False,False
40000,40000,26,False,False,False,True,True,False,True,True,False,False,False
130000,80000,12,False,False,False,True,True,False,True,False,False,False,False
200000,70000,9,False,False,False,True,True,False,True,False,False,False,False
120000,70000,13,True,False,False,False,True,False,True,False,False,False,False
75000,57000,21,False,False,False,True,True,False,True,False,False,False,False
250000,120000,8,True,False,False,False,True,False,True,False,False,False,False
100000,30000,19,False,False,False,True,True,False,True,False,False,False,False
280000,3240,11,False,False,False,True,True,False,True,False,True,False,False
540000,5000,9,False,False,False,True,True,False,True,False,False,False,False
700000,10000,6,False,False,False,True,True,False,True,False,False,False,False
525000,100000,9,True,False,False,False,True,False,True,False,False,False,False
430000,80000,8,True,False,False,False,True,False,True,False,False,False,False
65000,70000,22,False,False,False,True,True,False,True,False,False,False,False
800000,35000,6,True,False,False,False,True,False,True,False,False,False,False
75000,114000,17,False,False,False,True,True,False,True,False,True,False,False
210000,53772,16,False,False,False,True,True,False,True,False,False,False,False
195000,140000,12,True,False,False,False,True,False,True,False,True,False,False
400000,120000,9,True,False,False,False,True,False,True,False,False,False,False
170000,60000,12,False,False,False,True,True,False,True,False,False,False,False
225000,25000,8,False,False,False,True,True,False,True,False,False,False,False
210000,90000,10,False,False,True,False,True,False,True,False,False,False,False
240000,120000,4,False,False,False,True,True,False,True,False,False,False,False
300000,175000,9,True,False,False,False,True,False,True,False,False,False,False
99000,100000,13,False,False,False,True,True,False,True,False,False,False,True
620000,36000,10,False,False,False,True,True,False,True,False,False,False,False
500000,30000,11,True,False,False,False,True,False,True,False,False,False,False
2550000,40000,14,False,False,False,True,True,False,False,False,True,False,False
260000,70000,11,False,False,False,True,True,False,True,False,True,False,False
550000,60000,7,False,False,False,True,True,False,True,False,False,False,False
150000,155500,13,True,False,False,False,True,False,True,False,False,False,False
350000,50000,13,False,False,False,True,True,False,False,False,True,False,False
320000,40000,8,False,False,False,True,True,False,True,False,False,False,False
400000,100000,9,True,False,False,False,True,False,True,False,False,False,True
175000,80000,12,False,False,False,True,True,False,True,False,False,False,True
120000,90000,13,False,False,False,True,True,False,True,False,True,False,False
320000,90000,11,True,False,False,False,True,False,True,False,True,False,False
70000,110000,18,False,False,False,True,True,False,True,False,False,False,True
810000,15000,5,False,False,False,True,True,False,True,False,False,False,False
95000,100000,17,False,False,False,True,True,False,True,False,True,False,False
282000,40000,4,False,False,False,False,True,False,True,False,False,False,False
80000,60000,20,False,False,False,True,True,False,True,False,True,False,False
72000,25000,11,False,False,False,True,True,False,True,False,False,False,False
600000,25000,8,False,False,False,True,True,False,True,False,False,False,False
640000,23000,9,False,False,False,True,True,False,True,False,False,False,False
380000,22155,6,False,False,False,True,True,False,True,False,False,False,False
650000,70000,6,False,False,False,True,True,False,True,False,False,False,False
150000,60000,15,False,False,False,True,True,False,True,False,True,False,False
280000,110000,15,False,False,False,True,True,False,True,False,True,False,False
430000,30000,6,False,False,False,True,True,False,True,False,False,False,False
800000,15000,5,True,False,False,False,True,False,True,False,False,False,False
75000,100000,21,True,False,False,False,True,False,True,False,True,False,False
650000,70000,8,True,False,False,False,True,False,False,False,False,False,False
390000,24000,7,False,False,False,True,True,False,True,False,False,False,False
100000,120000,19,False,False,False,True,True,False,True,False,True,False,False
1500000,35000,11,True,False,False,False,True,False,False,False,False,False,False
175000,78380,17,False,False,False,True,True,False,True,False,False,False,False
434999,110000,12,True,False,False,False,True,False,True,False,True,False,False
170000,90000,14,True,False,False,False,True,False,True,False,False,False,True
190000,90000,13,True,False,False,False,True,False,True,False,False,False,True
250000,150000,15,True,False,False,False,True,False,True,False,False,False,True
229999,230000,15,True,False,False,False,True,False,True,False,False,False,True
140000,70000,18,False,False,False,True,True,False,True,False,False,False,True
600000,80362,7,True,False,False,False,True,False,True,False,False,False,False
280000,110000,12,False,False,False,True,True,False,True,False,False,False,True
150000,60000,12,True,False,False,False,True,False,True,False,False,False,False
650000,50000,9,True,False,False,False,True,False,False,False,False,False,False
210000,40000,10,False,False,False,True,True,False,True,False,True,False,False
2900000,40000,7,True,False,False,False,True,False,False,False,False,False,False
425000,20000,11,True,False,False,False,False,False,True,False,False,False,False
265000,55000,10,False,False,False,True,False,False,True,False,False,False,False
890000,1136,6,False,False,False,True,False,False,True,False,False,False,False
365000,55000,11,False,False,False,True,False,False,True,False,False,False,False
350000,43000,10,False,False,False,True,False,False,True,False,False,False,False
685000,60000,8,True,False,False,False,True,False,True,False,False,False,False
940000,2650,6,True,False,False,False,False,False,True,False,False,False,False
1000000,40000,7,True,False,False,False,True,False,True,False,False,False,False
1150000,15000,5,False,False,False,True,False,False,True,False,False,False,False
450000,115962,8,True,False,False,False,True,False,True,False,True,False,False
590000,65000,9,True,False,False,False,False,False,True,False,False,False,False
800000,40000,7,True,False,False,False,True,False,True,False,False,False,False
385000,58000,12,True,False,False,False,False,False,True,False,False,False,False
2000000,15000,11,True,False,False,False,True,False,False,False,False,False,False
235000,54000,12,False,False,False,True,False,False,True,False,False,False,False
640000,56000,7,True,False,False,False,False,False,True,False,False,False,False
52000,120000,18,False,False,False,True,True,False,True,False,False,False,True
80000,90000,15,False,False,True,False,True,False,True,False,True,False,False
140000,70000,12,False,False,False,True,True,False,True,False,True,False,False
120000,90000,16,False,False,False,True,True,False,True,False,True,False,False
89999,213000,16,True,False,False,False,True,False,True,False,False,False,False
180000,120000,12,True,False,False,False,True,False,True,False,False,False,False
1500000,20000,7,True,False,False,False,True,False,True,False,False,False,False
700000,10000,7,False,False,False,True,True,False,True,False,False,False,False
285000,80000,12,True,False,False,False,True,False,True,False,True,False,False
390000,90000,9,False,False,False,True,True,False,True,False,False,False,False
125000,80000,16,False,False,False,True,True,False,True,False,False,False,False
225000,60000,16,False,False,False,True,True,False,True,False,True,False,False
175000,139000,13,False,False,False,True,True,False,True,False,True,False,False
1075000,160000,13,True,False,False,False,True,False,True,False,True,False,False
300000,150000,10,True,False,False,False,True,False,True,False,False,False,False
700000,163000,14,True,False,False,False,True,False,True,True,False,False,False
90000,120000,15,True,False,False,False,False,False,True,False,False,False,False
120000,120000,13,True,False,False,False,True,False,True,False,True,False,False
220000,100000,12,True,False,False,False,True,False,True,False,True,False,False
300000,140000,9,True,False,False,False,False,False,True,False,False,False,False
180000,87000,14,True,False,False,False,False,False,True,False,True,False,False
170000,70000,11,False,False,False,True,True,False,True,False,False,False,False
300000,50000,9,False,False,False,True,True,False,True,False,True,False,False
1050000,70000,10,True,False,False,False,True,False,True,False,False,False,False
300000,150000,10,True,False,False,False,True,False,True,False,False,False,False
465000,25000,6,True,False,False,False,True,False,True,False,False,False,False
130000,80000,13,True,False,False,False,True,False,True,False,True,False,False
434999,10000,6,False,False,False,True,True,False,True,False,False,False,False
500000,32000,6,False,False,False,True,True,False,True,False,False,False,False
200000,10000,6,False,False,False,True,True,False,True,False,False,False,False
625000,52000,7,False,False,False,True,False,False,True,False,False,False,False
110000,120000,18,True,False,False,False,True,False,True,False,False,False,True
800000,11240,5,False,False,False,True,True,False,True,False,False,False,False
490000,66000,7,True,False,False,False,False,False,True,False,False,False,False
880000,64000,7,True,False,False,False,False,False,True,False,False,False,False
290000,49000,11,False,False,False,True,True,False,True,False,False,False,False
115999,100000,18,True,False,False,False,True,False,True,False,True,False,False
360000,26500,6,False,False,False,True,True,False,True,False,False,False,False
65000,100000,22,False,False,False,True,True,False,True,False,True,False,False
685000,72000,7,True,False,False,False,False,False,True,False,False,False,False
300000,50000,15,False,False,False,True,True,False,True,False,False,False,False
680000,44000,7,True,False,False,False,False,False,True,False,False,False,False
1000000,60000,7,True,False,False,False,True,False,True,False,True,False,False
100000,120000,22,True,False,False,False,True,False,True,False,False,False,False
160000,130000,14,True,False,False,False,True,False,True,False,False,False,False
450000,70000,7,True,False,False,False,True,False,True,False,False,False,False
600000,20000,10,False,False,False,True,True,False,True,False,False,False,False
180000,60000,15,True,False,False,False,True,False,True,False,True,False,False
100000,195000,17,False,False,False,True,True,False,True,False,False,False,False
120000,90000,14,False,False,False,True,True,False,True,False,True,False,False
130000,80000,18,False,False,False,True,True,False,True,False,False,False,True
160000,155000,13,False,False,False,True,True,False,True,False,False,False,False
860000,35000,5,True,False,False,False,True,False,True,False,False,False,False
650000,20000,6,False,False,False,True,True,False,True,False,True,False,False
100000,80000,14,False,False,False,True,True,False,True,False,True,False,False
282000,20000,7,False,False,False,True,True,False,True,False,False,False,False
300000,50000,15,False,False,False,True,True,False,True,False,False,False,False
270000,110000,14,False,False,False,True,True,False,True,False,True,False,False
550000,29000,11,True,False,False,False,True,False,True,False,False,False,False
450000,120000,11,True,False,False,False,True,False,True,False,False,False,False
430000,70000,13,True,False,False,False,True,False,True,False,True,False,False
350000,40000,11,False,False,False,True,True,False,True,False,False,False,False
350000,20000,7,False,False,False,True,True,False,True,False,False,False,False
229999,50000,11,False,False,False,True,True,False,True,False,True,False,False
110000,50000,11,False,False,False,True,True,False,True,False,False,False,False
395000,49000,12,False,False,False,True,True,False,True,False,True,False,False
650000,70000,13,True,False,False,False,True,False,False,False,True,False,False
350000,90000,13,True,False,False,False,True,False,True,False,True,False,False
1400000,25000,4,True,False,False,False,False,False,True,False,False,False,False
360000,4000,6,False,False,False,True,True,False,True,False,False,False,False
1300000,10000,6,True,False,False,False,True,False,True,False,False,False,False
800000,15000,9,True,False,False,False,True,False,True,False,False,False,False
229999,30000,6,False,False,False,True,True,False,True,False,False,False,False
315000,41000,10,False,False,False,True,False,False,True,False,False,False,False
125000,28000,12,False,False,False,True,True,False,True,False,False,False,False
700000,16000,5,False,False,False,True,True,False,True,False,False,False,False
160000,70000,9,False,False,False,True,True,False,True,False,False,False,False
530000,10832,7,False,False,False,True,False,False,True,False,False,False,False
624000,14681,6,True,False,False,False,False,False,True,False,False,False,False
250000,50000,15,False,False,False,True,True,False,True,False,False,False,False
585000,51000,8,True,False,False,False,False,False,True,False,False,False,False
500000,25000,9,False,False,False,True,True,False,True,False,False,False,False
350000,30000,10,False,False,False,True,True,False,True,False,False,False,False
495000,80000,10,True,False,False,False,False,False,True,False,False,False,False
500000,50000,7,False,False,False,True,True,False,True,False,False,False,False
430000,200000,9,True,False,False,False,True,False,True,False,False,False,False
345000,44000,11,False,False,False,True,False,False,True,False,False,False,False
500000,10000,9,False,False,False,True,True,False,True,False,False,False,False
425000,19600,5,False,False,False,True,True,False,True,False,False,False,False
80000,40000,19,False,False,False,True,True,False,True,False,True,False,False
106000,50000,13,True,False,False,False,True,False,True,False,False,False,False
180000,46730,15,False,False,False,True,True,False,True,False,False,False,False
250000,40000,9,False,False,False,True,True,False,True,False,True,False,False
350000,80000,13,True,False,False,False,True,False,True,False,False,False,False
60000,80000,22,False,False,False,True,True,False,True,False,True,False,False
900000,24000,6,True,False,False,False,True,False,True,False,False,False,False
700000,21170,7,True,False,False,False,False,False,True,False,False,False,False
2000000,167223,11,True,False,False,False,False,False,False,False,False,False,False
1000000,40000,7,True,False,False,False,True,False,True,False,False,False,False
1375000,60000,13,True,False,False,False,True,False,False,False,False,False,False
1800000,141440,8,True,False,False,False,False,False,True,False,False,False,False
160000,120000,17,True,False,False,False,True,False,True,False,False,False,True
525000,140000,12,False,False,False,True,True,False,False,False,False,False,False
850000,212814,12,True,False,False,False,False,False,True,False,False,False,False
800000,30000,5,True,False,False,False,True,False,True,False,False,False,False
700000,88635,7,True,False,False,False,False,False,True,False,False,False,False
800000,25000,6,True,False,False,False,True,False,True,False,False,False,False
575000,20000,7,False,False,False,True,True,False,True,False,True,False,False
350000,110000,12,True,False,False,False,True,False,True,False,True,False,False
250000,120000,16,True,False,False,False,True,False,True,False,False,False,True
600000,149674,13,True,False,False,False,False,False,True,False,True,False,False
370000,100000,17,True,False,False,False,True,False,True,False,False,False,True
80000,120000,18,False,False,False,True,True,False,True,False,False,False,True
50000,120000,21,True,False,False,False,True,False,True,False,True,False,False
900000,25000,6,True,False,False,False,True,False,True,False,False,False,False
300000,35000,10,False,False,False,True,True,False,True,False,True,False,False
125000,40000,22,False,False,False,True,True,False,True,False,False,False,False
490000,60000,9,True,False,False,False,True,False,True,False,True,False,False
300000,50000,12,True,False,False,False,True,False,True,False,True,False,False
55000,25000,11,False,False,False,True,True,False,True,True,False,False,False
350000,25000,8,False,False,False,True,True,False,True,False,False,False,False
755000,8000,5,True,False,False,False,True,False,True,False,False,False,False
720000,60000,7,True,False,False,False,True,False,True,False,False,False,False
229999,200000,18,True,False,False,False,True,False,True,False,False,False,True
1100000,20000,6,True,False,False,False,True,False,True,False,False,False,False
400000,100000,11,False,False,False,True,True,False,True,False,False,False,False
350000,70000,9,True,False,False,False,True,False,True,False,True,False,False
159000,68000,12,True,False,False,False,False,False,True,False,False,False,False
550000,38000,7,False,False,False,True,False,False,True,False,False,False,False
335000,80000,11,True,False,False,False,False,False,True,False,False,False,False
185000,72000,10,False,False,False,False,False,False,True,False,False,False,False
229999,75000,12,False,False,False,False,False,False,True,False,False,False,False
225000,43000,10,False,False,False,True,False,False,True,False,False,False,False
250000,120000,17,False,False,False,True,True,False,True,False,True,False,False
400000,100000,9,True,False,False,False,True,False,True,False,False,False,False
470000,163000,10,True,False,False,False,True,False,True,False,False,False,False
300000,25000,6,False,False,False,True,True,False,False,False,False,False,False
145000,25000,13,False,False,False,True,True,False,True,False,False,False,False
100000,90000,17,False,False,False,True,True,False,True,False,True,False,False
500000,70000,10,True,False,False,False,True,False,True,False,True,False,False
130000,98000,14,False,False,False,False,True,False,True,False,True,False,False
240000,81925,14,True,False,False,False,True,False,True,False,False,False,False
150000,80000,11,True,False,False,False,True,False,True,False,True,False,False
270000,40000,7,False,False,False,True,True,False,True,False,False,False,False
400000,90000,10,True,False,False,False,True,False,True,False,False,False,False
200000,46000,12,False,False,False,True,True,False,True,False,False,False,False
550000,80000,12,True,False,False,False,True,False,True,False,False,False,False
325000,35000,6,False,False,False,True,True,False,True,False,False,False,False
860000,82080,7,True,False,False,False,True,False,False,False,False,False,False
600000,200000,12,True,False,False,False,True,False,True,False,False,False,False
125000,70000,15,False,False,False,True,True,False,True,False,False,False,False
60000,40000,24,False,False,False,True,True,False,True,False,False,False,True
300000,120000,14,True,False,False,False,True,False,True,False,False,False,True
190000,60000,17,False,False,False,True,True,False,True,False,False,False,True
400000,110000,11,True,False,False,False,True,False,True,False,False,False,False
260000,97000,13,True,False,False,False,True,False,True,False,True,False,False
400000,30000,7,False,False,False,True,True,False,True,False,False,False,False
250000,40000,14,False,False,False,True,True,False,True,False,False,False,False
600000,10000,5,False,False,False,True,True,False,True,False,False,False,False
175000,52047,14,False,False,False,True,True,False,True,False,False,False,False
450000,200000,13,True,False,False,False,True,False,True,False,False,False,True
350000,15000,5,False,False,False,True,True,False,False,False,True,False,False
800000,50000,6,True,False,False,False,True,False,True,False,False,False,False
250000,70000,13,False,False,False,True,True,False,True,False,True,False,False
600000,10000,5,False,False,False,True,True,False,True,False,False,False,False
600000,90000,7,True,False,False,False,True,False,True,False,False,False,False
130000,40000,8,False,False,False,True,True,False,True,False,False,False,False
90000,62009,18,False,False,False,True,True,False,True,False,True,False,False
595000,33100,7,False,False,False,True,True,False,True,False,True,False,False
190000,40000,10,False,False,False,True,True,False,True,False,True,False,False
50000,120000,25,False,False,False,True,True,False,True,False,True,False,False
95000,80000,17,False,False,False,True,True,False,True,False,False,False,False
1000000,70000,8,True,False,False,False,True,False,True,False,False,False,False
220000,220000,18,False,False,False,True,True,False,True,False,True,False,False
400000,50000,14,True,False,False,False,True,False,True,False,False,False,False
315000,45000,9,False,False,False,True,True,False,True,False,True,False,False
1000000,110000,10,True,False,False,False,True,False,True,False,False,False,False
500000,49000,10,True,False,False,False,True,False,True,False,False,False,False
1600000,35000,6,True,False,False,False,True,False,False,False,False,False,False
500000,160000,7,True,False,False,False,True,False,True,False,False,False,False
70000,180000,17,False,False,False,True,True,False,True,False,False,False,True
105000,60000,17,False,False,False,True,True,False,True,False,True,False,False
400000,110000,16,True,False,False,False,True,False,True,False,False,False,True
80000,60000,20,False,False,False,True,True,False,True,False,False,False,True
300000,30000,8,False,False,False,True,True,False,True,False,False,False,False
409999,40000,7,True,False,False,False,True,False,True,False,False,False,False
250000,70000,15,False,False,False,True,True,False,True,False,False,False,False
250000,120000,14,True,False,False,False,True,False,True,False,True,False,False
215000,80000,12,True,False,False,False,True,False,True,False,False,False,True
1400000,120000,9,True,False,False,False,True,False,True,False,False,False,False
475000,20000,6,False,False,False,True,True,False,True,False,False,False,False
475000,22000,6,False,False,False,True,True,False,True,False,False,False,False
75000,35000,16,False,False,False,True,True,False,True,False,True,False,False
200000,120000,11,True,False,False,False,True,False,True,False,True,False,False
575000,8000,5,False,False,False,True,True,False,True,False,False,False,False
150000,40000,13,True,False,False,False,True,False,True,False,True,False,False
850000,10000,6,True,False,False,False,True,False,True,False,False,False,False
350000,30000,5,False,False,False,True,True,False,True,False,False,False,False
550000,54000,13,True,False,False,False,True,False,True,False,True,False,False
330000,80577,7,False,False,False,True,True,False,True,False,False,False,False
1044999,25000,7,True,False,False,False,True,False,True,False,False,False,False
300000,127500,13,True,False,False,False,True,False,True,False,True,False,False
235000,40903,9,False,False,False,True,False,False,True,False,False,False,False
120000,60000,13,False,False,False,True,True,False,True,False,False,False,True
130000,46000,20,False,False,False,True,True,False,True,False,False,False,False
275000,22288,20,True,False,False,False,False,False,True,False,True,False,False
270000,180000,13,True,False,False,False,True,False,True,False,True,False,False
500000,30000,9,True,False,False,False,True,False,True,False,True,False,False
400000,61690,9,False,False,False,True,False,False,True,False,False,False,False
600000,64484,9,False,False,False,True,False,False,True,False,False,False,False
1350000,90000,12,True,False,False,False,True,False,False,False,True,False,False
400000,75976,11,True,False,False,False,False,False,True,False,True,False,False
220000,70000,13,True,False,False,False,True,False,True,False,True,False,False
300000,85962,12,False,False,False,True,False,False,True,False,True,False,False
250000,120000,6,False,False,False,True,True,False,True,False,False,False,False
600000,120000,9,True,False,False,False,True,False,True,False,False,False,False
285000,75000,12,False,False,False,True,True,False,False,False,True,False,False
350000,57035,15,False,False,False,True,False,False,True,False,False,False,False
170000,70000,13,True,False,False,False,True,False,True,False,False,False,True
229999,45000,9,False,False,False,True,True,False,True,False,False,False,False
500000,72104,11,True,False,False,False,False,False,True,False,True,False,False
75000,15000,13,False,False,False,True,True,False,True,False,False,False,False
600000,30000,8,False,False,False,True,True,False,True,False,False,False,False
220000,80000,13,True,False,False,False,True,False,True,False,False,False,False
150000,164000,15,True,False,False,False,True,False,True,False,True,False,False
65000,124439,18,False,False,False,True,True,False,True,False,True,False,False
120000,77000,18,False,False,False,True,True,False,True,False,True,False,False
240000,90000,10,True,False,False,False,True,False,True,False,False,False,False
390000,30000,7,False,False,False,True,True,False,True,False,False,False,False
180000,50000,12,False,False,False,True,True,False,True,False,False,False,False
320000,80000,12,True,False,False,False,True,False,True,False,True,False,False
310000,5000,6,False,False,False,True,True,False,True,False,False,False,False
420000,24000,6,False,False,False,True,True,False,False,False,False,False,False
550000,10000,5,False,False,False,True,True,False,True,False,False,False,False
550000,78000,8,True,False,False,False,True,False,True,False,False,False,True
760000,50000,6,True,False,False,False,True,False,True,False,False,False,False
